Company,Industry,Region,Founded_Year,Year,Revenue_USD,Expenses_USD,Profit_USD,Churn_Rate,Customer_Count,ARPU_USD,Market_Share_Percent
Harris Group,EdTech,North America,2005,2023,24540001.91,15658711.59,8881290.32,0.1318,4112,5967.9,0.54
Harris Group,EdTech,North America,2005,2024,135733201.09,70301847.89,65431353.2,0.1181,45199,3003.01,6.39
Warren-Wise,EdTech,North America,2011,2020,176687194.11,135762411.82,40924782.29,0.072,7588,23285.08,4.71
Warren-Wise,EdTech,North America,2011,2021,165110496.08,145631453.97,19479042.1,0.2071,38383,4301.66,12.96
Warren-Wise,EdTech,North America,2011,2022,2416560.95,1901903.18,514657.76,0.2091,4760,507.68,9.1
Warren-Wise,EdTech,North America,2011,2023,137944802.87,75289591.3,62655211.57,0.1021,25995,5306.59,5.6
Warren-Wise,EdTech,North America,2011,2024,25962950.1,17332323.28,8630626.82,0.1903,37576,690.95,6.12
"Dennis, Hughes and Vance",E-Commerce,Asia,2018,2020,72244715.78,63336240.44,8908475.34,0.1705,21584,3347.14,9.73
"Dennis, Hughes and Vance",E-Commerce,Asia,2018,2021,177831734.74,131502470.76,46329263.98,0.1305,5658,31430.14,13.71
"Dennis, Hughes and Vance",E-Commerce,Asia,2018,2022,123289546.73,104731934.79,18557611.94,0.1838,12777,9649.33,8.0
"Dennis, Hughes and Vance",E-Commerce,Asia,2018,2023,166145511.04,148950329.68,17195181.37,0.2068,29669,5599.97,8.03
"Dennis, Hughes and Vance",E-Commerce,Asia,2018,2024,90872908.19,48504046.52,42368861.68,0.1058,39244,2315.59,1.93
"Davis, Cohen and Dennis",CRM,Asia,2016,2020,44778170.27,30746622.27,14031548.0,0.206,8461,5292.3,12.7
"Davis, Cohen and Dennis",CRM,Asia,2016,2021,139113579.68,93480490.32,45633089.36,0.1715,25950,5360.83,8.18
"Davis, Cohen and Dennis",CRM,Asia,2016,2022,172625013.99,127071727.04,45553286.95,0.0643,35591,4850.24,12.35
"Davis, Cohen and Dennis",CRM,Asia,2016,2023,171797342.86,148888870.58,22908472.27,0.1134,17743,9682.54,13.36
"Davis, Cohen and Dennis",CRM,Asia,2016,2024,4437321.2,2875477.03,1561844.17,0.0166,21384,207.51,7.93
Cooper-Navarro,Cybersecurity,North America,2001,2020,35038319.94,23553169.85,11485150.09,0.0442,27167,1289.74,11.45
Cooper-Navarro,Cybersecurity,North America,2001,2021,189435597.93,120463523.34,68972074.59,0.1341,18297,10353.37,9.59
Cooper-Navarro,Cybersecurity,North America,2001,2022,69439624.98,36711671.16,32727953.82,0.1083,12120,5729.34,10.19
Cooper-Navarro,Cybersecurity,North America,2001,2023,121944291.39,78756195.23,43188096.16,0.0623,49613,2457.91,6.86
Cooper-Navarro,Cybersecurity,North America,2001,2024,138278298.68,76913319.43,61364979.25,0.1265,43359,3189.15,14.66
"Ryan, Booth and Nelson",FinTech,Asia,2002,2020,192875446.61,126079339.85,66796106.76,0.0194,48093,4010.47,13.89
"Ryan, Booth and Nelson",FinTech,Asia,2002,2021,84001744.42,55287739.53,28714004.88,0.0852,3169,26507.33,1.83
"Ryan, Booth and Nelson",FinTech,Asia,2002,2022,191271928.13,119657171.83,71614756.31,0.2232,31403,6090.88,14.92
"Ryan, Booth and Nelson",FinTech,Asia,2002,2023,109985462.0,58873093.06,51112368.94,0.1557,15973,6885.71,5.9
"Ryan, Booth and Nelson",FinTech,Asia,2002,2024,78331357.14,49830872.1,28500485.04,0.1399,4236,18491.82,7.22
Fletcher Ltd,Cybersecurity,South America,2012,2020,109257552.86,87926187.45,21331365.4,0.2101,47633,2293.74,12.42
Fletcher Ltd,Cybersecurity,South America,2012,2021,142384717.41,81282931.56,61101785.85,0.1318,17766,8014.45,4.13
Fletcher Ltd,Cybersecurity,South America,2012,2022,193350642.4,139808665.13,53541977.27,0.0933,35395,5462.65,8.79
Fletcher Ltd,Cybersecurity,South America,2012,2023,199943333.22,112009974.12,87933359.11,0.206,14283,13998.69,6.09
Fletcher Ltd,Cybersecurity,South America,2012,2024,198781981.0,169387275.43,29394705.57,0.1596,47840,4155.14,11.91
"Smith, Walker and Price",EdTech,North America,2018,2020,41859797.35,27546053.02,14313744.33,0.0195,26232,1595.75,10.69
"Smith, Walker and Price",EdTech,North America,2018,2021,181574676.15,100401526.82,81173149.33,0.1523,25842,7026.34,5.37
"Smith, Walker and Price",EdTech,North America,2018,2022,92776352.06,47797692.39,44978659.68,0.189,27086,3425.25,1.96
"Smith, Walker and Price",EdTech,North America,2018,2023,159253711.18,97193659.06,62060052.13,0.2205,49651,3207.46,14.55
"Smith, Walker and Price",EdTech,North America,2018,2024,189924204.33,133927135.48,55997068.85,0.0325,30535,6219.89,7.43
Smith-Collins,AI/ML,Europe,2003,2020,58585143.99,34054913.62,24530230.38,0.1928,21878,2677.81,9.13
Smith-Collins,AI/ML,Europe,2003,2021,183909472.7,118604549.5,65304923.2,0.1842,49077,3747.37,6.89
Smith-Collins,AI/ML,Europe,2003,2022,89804255.6,66531194.86,23273060.74,0.1519,42862,2095.2,14.35
Smith-Collins,AI/ML,Europe,2003,2023,41693954.07,22669239.82,19024714.25,0.215,9016,4624.44,9.64
Smith-Collins,AI/ML,Europe,2003,2024,61090112.65,36419051.21,24671061.44,0.0849,22826,2676.34,6.78
Johnson Group,AI/ML,North America,2012,2020,194363542.39,114343721.24,80019821.16,0.1862,34905,5568.36,7.2
Johnson Group,AI/ML,North America,2012,2021,138168964.4,109026750.96,29142213.44,0.1762,23313,5926.69,9.52
Johnson Group,AI/ML,North America,2012,2022,129605114.87,107302552.91,22302561.96,0.09,16906,7666.22,3.24
Johnson Group,AI/ML,North America,2012,2023,191574707.77,96466546.39,95108161.38,0.2495,11503,16654.33,14.92
Johnson Group,AI/ML,North America,2012,2024,19782806.55,9909742.31,9873064.23,0.0206,4363,4534.22,12.53
Huffman-Vargas,Cybersecurity,Asia,2000,2020,15667849.1,7869433.0,7798416.1,0.2349,8295,1888.83,12.16
Huffman-Vargas,Cybersecurity,Asia,2000,2021,177116006.55,138152913.21,38963093.34,0.0351,29182,6069.36,7.37
Huffman-Vargas,Cybersecurity,Asia,2000,2022,17374568.26,11519637.82,5854930.45,0.1077,2381,7297.17,4.66
Huffman-Vargas,Cybersecurity,Asia,2000,2023,110727806.58,83359871.45,27367935.14,0.1485,11207,9880.24,1.18
Huffman-Vargas,Cybersecurity,Asia,2000,2024,191112811.04,135504838.68,55607972.37,0.0819,16271,11745.61,1.78
"Gallagher, Kane and Black",Cybersecurity,Asia,2001,2020,159314077.81,124716570.93,34597506.88,0.0221,46505,3425.74,10.68
"Gallagher, Kane and Black",Cybersecurity,Asia,2001,2021,134037175.36,78337355.41,55699819.95,0.2172,3951,33924.87,4.46
"Gallagher, Kane and Black",Cybersecurity,Asia,2001,2022,32161258.71,19504748.68,12656510.03,0.0153,24782,1297.77,7.2
"Gallagher, Kane and Black",Cybersecurity,Asia,2001,2023,46753741.57,35354731.33,11399010.24,0.245,35324,1323.57,3.3
"Gallagher, Kane and Black",Cybersecurity,Asia,2001,2024,84392042.76,67838085.45,16553957.31,0.0551,17566,4804.28,7.6
Lowe Group,HealthTech,North America,2009,2020,118001228.11,88490719.3,29510508.81,0.0272,1159,101812.97,7.94
Lowe Group,HealthTech,North America,2009,2021,93708197.92,55649679.42,38058518.49,0.0828,32566,2877.49,8.33
Lowe Group,HealthTech,North America,2009,2022,104993638.68,58497246.16,46496392.51,0.1961,6585,15944.36,6.08
Lowe Group,HealthTech,North America,2009,2023,33407580.62,28489880.11,4917700.5,0.2077,49766,671.29,0.91
Lowe Group,HealthTech,North America,2009,2024,150231756.36,94200527.0,56031229.36,0.01,24545,6120.67,11.77
"Murphy, Rodriguez and Bond",FinTech,North America,2017,2020,56681572.45,44369801.82,12311770.63,0.025,15087,3756.98,0.16
"Murphy, Rodriguez and Bond",FinTech,North America,2017,2021,50871126.1,40511812.52,10359313.58,0.0859,41586,1223.28,12.42
"Murphy, Rodriguez and Bond",FinTech,North America,2017,2022,27726125.06,20128993.31,7597131.75,0.218,6571,4219.47,11.86
"Murphy, Rodriguez and Bond",FinTech,North America,2017,2023,178590684.67,120285642.33,58305042.34,0.2284,49695,3593.74,14.46
"Murphy, Rodriguez and Bond",FinTech,North America,2017,2024,19679325.86,15247693.33,4431632.52,0.1285,45859,429.13,9.53
Byrd-Faulkner,AI/ML,South America,2009,2020,29544938.08,17776969.24,11767968.84,0.2201,30796,959.38,14.49
Byrd-Faulkner,AI/ML,South America,2009,2021,152685482.47,134410417.07,18275065.4,0.1786,10821,14110.11,4.11
Byrd-Faulkner,AI/ML,South America,2009,2022,96130508.35,72457014.84,23673493.52,0.2499,46968,2046.72,5.46
Byrd-Faulkner,AI/ML,South America,2009,2023,191446363.47,134043173.58,57403189.88,0.1139,2519,76000.94,3.21
Byrd-Faulkner,AI/ML,South America,2009,2024,75004019.83,48597002.23,26407017.6,0.0226,21456,3495.71,2.87
Jones LLC,EdTech,Asia,2004,2020,164791617.59,138447897.84,26343719.75,0.0609,21808,7556.48,13.06
Jones LLC,EdTech,Asia,2004,2021,146638279.47,111310957.73,35327321.74,0.2011,43838,3345.0,9.16
Jones LLC,EdTech,Asia,2004,2022,60469692.56,33538932.14,26930760.42,0.1664,48377,1249.97,11.08
Jones LLC,EdTech,Asia,2004,2023,194969178.64,101555438.85,93413739.79,0.1737,9547,20422.04,1.37
Jones LLC,EdTech,Asia,2004,2024,10515376.47,8062629.83,2452746.64,0.2076,11293,931.14,7.79
"Mathews, Johnson and Thornton",E-Commerce,South America,2011,2020,21773630.58,16879305.51,4894325.07,0.0681,19199,1134.1,12.59
"Mathews, Johnson and Thornton",E-Commerce,South America,2011,2021,142457827.48,125297127.14,17160700.35,0.0175,42346,3364.14,6.12
"Mathews, Johnson and Thornton",E-Commerce,South America,2011,2022,107125660.33,79064379.62,28061280.7,0.0124,32128,3334.34,14.46
"Mathews, Johnson and Thornton",E-Commerce,South America,2011,2023,104768391.47,80778201.14,23990190.33,0.0848,20611,5083.13,4.08
"Mathews, Johnson and Thornton",E-Commerce,South America,2011,2024,45521459.07,25155490.9,20365968.17,0.2157,33245,1369.27,0.35
"Peters, Lee and Riley",FinTech,Europe,2014,2020,161816796.4,88689017.69,73127778.71,0.0737,21447,7544.96,5.05
"Peters, Lee and Riley",FinTech,Europe,2014,2021,69677133.69,55435867.75,14241265.94,0.0636,21093,3303.33,8.6
"Peters, Lee and Riley",FinTech,Europe,2014,2022,114482317.44,87602205.71,26880111.73,0.1416,21936,5218.92,8.25
"Peters, Lee and Riley",FinTech,Europe,2014,2023,166293097.82,123465744.91,42827352.9,0.0799,12308,13510.98,6.03
"Peters, Lee and Riley",FinTech,Europe,2014,2024,61977314.31,32617293.52,29360020.79,0.0648,28233,2195.21,9.09
Williams-Gray,Cybersecurity,North America,2012,2020,149993992.51,103424447.39,46569545.11,0.0239,47681,3145.78,14.85
Williams-Gray,Cybersecurity,North America,2012,2021,49353438.0,35154204.26,14199233.74,0.1662,17616,2801.63,3.15
Williams-Gray,Cybersecurity,North America,2012,2022,145674185.65,108948824.43,36725361.22,0.2251,49152,2963.75,11.74
Williams-Gray,Cybersecurity,North America,2012,2023,116503083.09,65100185.05,51402898.04,0.2047,14379,8102.31,5.88
Williams-Gray,Cybersecurity,North America,2012,2024,135477798.52,81823441.02,53654357.49,0.0928,24091,5623.59,5.13
Oneill Inc,AI/ML,North America,2014,2020,14004527.36,10867511.76,3137015.6,0.1756,17241,812.28,0.22
Oneill Inc,AI/ML,North America,2014,2021,126922514.47,86189191.96,40733322.51,0.0422,12185,10416.29,4.6
Oneill Inc,AI/ML,North America,2014,2022,152695484.59,97985777.51,54709707.09,0.2378,28076,5438.65,9.35
Oneill Inc,AI/ML,North America,2014,2023,185874736.83,149506808.84,36367927.99,0.1412,44309,4194.97,6.55
Oneill Inc,AI/ML,North America,2014,2024,10692188.64,6054985.49,4637203.16,0.1169,12691,842.5,13.48
Jacobson-Shaffer,CRM,Europe,2011,2020,169042633.48,150866664.37,18175969.11,0.2004,43506,3885.5,5.94
Jacobson-Shaffer,CRM,Europe,2011,2021,132504525.36,72023805.44,60480719.93,0.1628,26851,4934.81,14.92
Jacobson-Shaffer,CRM,Europe,2011,2022,142921115.54,127551020.43,15370095.11,0.1467,22642,6312.21,6.94
Jacobson-Shaffer,CRM,Europe,2011,2023,184038706.11,104982706.13,79055999.97,0.0613,31873,5774.13,0.31
Jacobson-Shaffer,CRM,Europe,2011,2024,166219542.14,131787004.87,34432537.27,0.0952,35064,4740.46,14.41
"Cabrera, Manning and Martin",EdTech,South America,2015,2020,195506965.78,156977251.19,38529714.59,0.0488,9199,21253.07,11.62
"Cabrera, Manning and Martin",EdTech,South America,2015,2021,63379987.56,37572666.37,25807321.19,0.12,32312,1961.5,2.52
"Cabrera, Manning and Martin",EdTech,South America,2015,2022,113886891.87,92094722.16,21792169.7,0.1297,13424,8483.83,12.55
"Cabrera, Manning and Martin",EdTech,South America,2015,2023,157315329.88,102379906.9,54935422.99,0.1425,20710,7596.1,9.55
"Cabrera, Manning and Martin",EdTech,South America,2015,2024,45971022.4,28900510.52,17070511.88,0.2135,44463,1033.92,12.14
Schaefer-Parks,E-Commerce,South America,2004,2020,50669872.98,33498144.86,17171728.13,0.2247,2196,23073.71,1.87
Schaefer-Parks,E-Commerce,South America,2004,2021,59199217.9,39020255.79,20178962.12,0.2307,3176,18639.55,0.77
Schaefer-Parks,E-Commerce,South America,2004,2022,152679568.85,99041652.5,53637916.35,0.1042,34396,4438.88,0.59
Schaefer-Parks,E-Commerce,South America,2004,2023,13425179.83,9098863.8,4326316.02,0.0761,46740,287.23,3.84
Schaefer-Parks,E-Commerce,South America,2004,2024,113686657.71,73149563.58,40537094.13,0.1676,16417,6924.93,13.17
"Meyer, Barr and Lane",HealthTech,North America,2019,2020,22157129.22,15562794.51,6594334.71,0.063,21584,1026.55,3.51
"Meyer, Barr and Lane",HealthTech,North America,2019,2021,191351378.49,107017309.58,84334068.91,0.1731,27536,6949.13,14.26
"Meyer, Barr and Lane",HealthTech,North America,2019,2022,117161214.01,79042306.42,38118907.59,0.1492,23626,4958.99,4.96
"Meyer, Barr and Lane",HealthTech,North America,2019,2023,168252611.83,93805161.94,74447449.89,0.1132,43998,3824.1,14.2
"Meyer, Barr and Lane",HealthTech,North America,2019,2024,178726529.04,119349858.15,59376670.89,0.1973,10065,17757.23,13.34
"Chase, Williams and Vasquez",CRM,Europe,2017,2020,42526661.59,31318850.14,11207811.45,0.0547,28794,1476.93,8.95
"Chase, Williams and Vasquez",CRM,Europe,2017,2021,8496305.58,6409757.26,2086548.32,0.0974,17654,481.27,13.2
"Chase, Williams and Vasquez",CRM,Europe,2017,2022,93080474.32,50079270.19,43001204.14,0.2084,15270,6095.64,5.05
"Chase, Williams and Vasquez",CRM,Europe,2017,2023,139336375.38,112646370.94,26690004.44,0.1671,17673,7884.14,13.15
"Chase, Williams and Vasquez",CRM,Europe,2017,2024,108740721.44,66656862.89,42083858.55,0.1121,17964,6053.26,5.94
Peck-Webster,FinTech,South America,2008,2020,2002303.68,1334788.36,667515.32,0.1354,35148,56.97,10.87
Peck-Webster,FinTech,South America,2008,2021,41710929.71,24252042.21,17458887.5,0.0124,39402,1058.6,13.25
Peck-Webster,FinTech,South America,2008,2022,12276386.83,7076692.3,5199694.53,0.0844,21466,571.9,9.98
Peck-Webster,FinTech,South America,2008,2023,148895472.74,124978415.53,23917057.21,0.1114,36517,4077.43,12.29
Peck-Webster,FinTech,South America,2008,2024,52057094.01,31680668.42,20376425.58,0.0401,21975,2368.92,13.54
Davis Inc,FinTech,South America,2003,2020,197001963.75,157936337.2,39065626.55,0.1044,3708,53128.9,2.33
Davis Inc,FinTech,South America,2003,2021,77376556.87,51516374.24,25860182.63,0.1909,48135,1607.49,2.59
Davis Inc,FinTech,South America,2003,2022,156565080.05,114841912.87,41723167.18,0.2385,13297,11774.47,7.28
Davis Inc,FinTech,South America,2003,2023,73618630.46,64761090.88,8857539.58,0.1617,12156,6056.16,8.45
Davis Inc,FinTech,South America,2003,2024,156584906.93,122667970.81,33916936.13,0.0513,34872,4490.28,14.0
Salazar Inc,EdTech,Australia,2001,2020,140047457.62,110039580.51,30007877.11,0.1208,20456,6846.28,1.92
Salazar Inc,EdTech,Australia,2001,2021,26774800.91,22495883.72,4278917.19,0.0927,20873,1282.75,12.13
Salazar Inc,EdTech,Australia,2001,2022,40657639.39,25945135.12,14712504.27,0.0905,43291,939.17,2.44
Salazar Inc,EdTech,Australia,2001,2023,25537129.45,20580057.41,4957072.04,0.1711,27732,920.85,14.21
Salazar Inc,EdTech,Australia,2001,2024,100259233.07,65389782.04,34869451.03,0.0491,34919,2871.19,13.61
"Thompson, Stanley and Adams",Cybersecurity,Australia,2016,2020,6988295.96,5839412.64,1148883.33,0.0127,44833,155.87,9.28
"Thompson, Stanley and Adams",Cybersecurity,Australia,2016,2021,168969062.01,91075292.66,77893769.35,0.1442,20356,8300.7,12.28
"Thompson, Stanley and Adams",Cybersecurity,Australia,2016,2022,110193202.58,97720886.89,12472315.7,0.0224,19624,5615.23,4.7
"Thompson, Stanley and Adams",Cybersecurity,Australia,2016,2023,97488343.53,53364821.27,44123522.25,0.2408,41893,2327.08,8.34
"Thompson, Stanley and Adams",Cybersecurity,Australia,2016,2024,80517629.03,44500967.24,36016661.79,0.2177,4731,17019.16,10.19
Lin-Phillips,HealthTech,South America,2011,2020,59429015.33,50429418.86,8999596.47,0.1714,21452,2770.33,1.16
Lin-Phillips,HealthTech,South America,2011,2021,63946905.85,55897195.13,8049710.72,0.2142,12254,5218.45,13.6
Lin-Phillips,HealthTech,South America,2011,2022,4407040.75,3391693.68,1015347.08,0.0224,1112,3963.17,0.39
Lin-Phillips,HealthTech,South America,2011,2023,79355057.98,45753830.86,33601227.11,0.1088,20552,3861.18,6.52
Lin-Phillips,HealthTech,South America,2011,2024,175840930.4,130509473.81,45331456.59,0.0693,20488,8582.63,4.36
Fry Ltd,E-Commerce,Australia,2015,2020,68025593.53,52448846.75,15576746.78,0.0273,13253,5132.84,5.67
Fry Ltd,E-Commerce,Australia,2015,2021,189000819.37,143015740.45,45985078.92,0.1712,16950,11150.49,1.83
Fry Ltd,E-Commerce,Australia,2015,2022,156637186.94,127519512.52,29117674.42,0.1543,23931,6545.37,4.24
Fry Ltd,E-Commerce,Australia,2015,2023,56711183.48,38155713.61,18555469.87,0.2453,39556,1433.69,14.66
Fry Ltd,E-Commerce,Australia,2015,2024,22418029.76,16121116.31,6296913.45,0.2449,2988,7502.69,2.93
Aguilar-Anderson,Cybersecurity,South America,2019,2020,85700270.1,54729020.97,30971249.14,0.1054,40930,2093.83,9.12
Aguilar-Anderson,Cybersecurity,South America,2019,2021,104324407.95,83048962.61,21275445.34,0.1614,11825,8822.36,10.38
Aguilar-Anderson,Cybersecurity,South America,2019,2022,30500498.89,22513756.12,7986742.77,0.0513,2518,12112.99,14.28
Aguilar-Anderson,Cybersecurity,South America,2019,2023,60863576.48,32673198.66,28190377.82,0.1538,30267,2010.89,1.47
Aguilar-Anderson,Cybersecurity,South America,2019,2024,111569045.19,84419026.37,27150018.82,0.1789,35510,3141.9,8.5
Harrison Group,Cybersecurity,North America,2008,2020,141912714.24,105583480.42,36329233.81,0.0851,37963,3738.18,3.82
Harrison Group,Cybersecurity,North America,2008,2021,2399666.51,1366928.44,1032738.07,0.0381,15296,156.88,2.41
Harrison Group,Cybersecurity,North America,2008,2022,189057779.24,150227975.46,38829803.78,0.2219,48994,3858.79,11.61
Harrison Group,Cybersecurity,North America,2008,2023,125790544.37,81691136.89,44099407.47,0.0221,38164,3296.05,8.79
Harrison Group,Cybersecurity,North America,2008,2024,52114104.76,35442891.16,16671213.6,0.2398,12683,4108.97,10.91
Rasmussen Group,EdTech,South America,2013,2020,39331039.94,30244948.25,9086091.69,0.2445,44664,880.6,7.52
Rasmussen Group,EdTech,South America,2013,2021,149079345.03,94041913.05,55037431.98,0.2236,30038,4963.03,3.95
Rasmussen Group,EdTech,South America,2013,2022,88011857.16,69474722.99,18537134.18,0.0122,30943,2844.32,3.51
Rasmussen Group,EdTech,South America,2013,2023,110281441.24,84725946.04,25555495.2,0.1782,29327,3760.41,9.84
Rasmussen Group,EdTech,South America,2013,2024,164037174.16,85300549.48,78736624.68,0.2288,38887,4218.3,3.8
Griffin-Stevens,EdTech,Asia,2013,2020,55619652.95,33317501.88,22302151.07,0.025,9252,6011.64,6.43
Griffin-Stevens,EdTech,Asia,2013,2021,44638187.51,32980402.94,11657784.58,0.1528,35397,1261.07,14.28
Griffin-Stevens,EdTech,Asia,2013,2022,168021383.1,138119647.08,29901736.02,0.2075,8610,19514.68,4.32
Griffin-Stevens,EdTech,Asia,2013,2023,157780361.66,103973986.41,53806375.26,0.1333,2014,78341.79,11.09
Griffin-Stevens,EdTech,Asia,2013,2024,105246906.79,55505480.77,49741426.01,0.0991,24624,4274.16,3.17
"Ramirez, Nicholson and Snyder",AI/ML,Asia,2010,2020,108589724.76,65972754.03,42616970.73,0.0984,27293,3978.67,12.91
"Ramirez, Nicholson and Snyder",AI/ML,Asia,2010,2021,8931567.13,7278774.72,1652792.41,0.1087,21025,424.81,3.8
"Ramirez, Nicholson and Snyder",AI/ML,Asia,2010,2022,141681244.4,95073857.82,46607386.57,0.1162,39506,3586.32,14.05
"Ramirez, Nicholson and Snyder",AI/ML,Asia,2010,2023,14673256.63,12177295.98,2495960.64,0.0802,47218,310.76,9.02
"Ramirez, Nicholson and Snyder",AI/ML,Asia,2010,2024,41817548.03,30781607.05,11035940.99,0.1078,30493,1371.38,0.52
Hopkins Ltd,FinTech,North America,2014,2020,57645540.11,45262355.95,12383184.16,0.0128,42080,1369.9,3.98
Hopkins Ltd,FinTech,North America,2014,2021,33579467.98,18945033.68,14634434.3,0.0269,36529,919.26,14.14
Hopkins Ltd,FinTech,North America,2014,2022,149861774.63,118124980.06,31736794.57,0.2084,16954,8839.32,1.75
Hopkins Ltd,FinTech,North America,2014,2023,59259114.37,36973109.61,22286004.76,0.07,27935,2121.32,8.35
Hopkins Ltd,FinTech,North America,2014,2024,52466685.29,41816595.25,10650090.03,0.0284,4927,10648.81,11.86
"Moreno, Beck and Williams",HealthTech,North America,2013,2020,182930111.89,161184479.01,21745632.88,0.0884,39889,4585.98,5.67
"Moreno, Beck and Williams",HealthTech,North America,2013,2021,55756753.33,33047776.85,22708976.48,0.0865,40740,1368.6,5.95
"Moreno, Beck and Williams",HealthTech,North America,2013,2022,111567495.57,78237039.75,33330455.82,0.0565,28253,3948.87,11.94
"Moreno, Beck and Williams",HealthTech,North America,2013,2023,177106556.31,112978498.15,64128058.16,0.1208,48517,3650.4,6.64
"Moreno, Beck and Williams",HealthTech,North America,2013,2024,122888257.49,69326938.87,53561318.62,0.1717,36468,3369.76,10.86
Leonard Group,EdTech,North America,2019,2020,47460435.83,25961832.29,21498603.54,0.0497,37455,1267.13,12.96
Leonard Group,EdTech,North America,2019,2021,107314037.64,87543881.3,19770156.34,0.0812,14045,7640.73,1.34
Leonard Group,EdTech,North America,2019,2022,5787535.35,3277477.05,2510058.3,0.2238,24501,236.22,1.91
Leonard Group,EdTech,North America,2019,2023,127658572.78,93555545.44,34103027.34,0.0384,47313,2698.17,9.16
Leonard Group,EdTech,North America,2019,2024,50579758.2,26457910.56,24121847.64,0.1038,48221,1048.92,3.37
Sullivan Group,AI/ML,North America,2007,2020,197276841.05,131365530.05,65911311.0,0.1909,37320,5286.09,8.16
Sullivan Group,AI/ML,North America,2007,2021,139893101.79,109236709.02,30656392.77,0.0512,26521,5274.8,4.98
Sullivan Group,AI/ML,North America,2007,2022,110243680.51,80495939.72,29747740.79,0.0153,1238,89049.82,1.82
Sullivan Group,AI/ML,North America,2007,2023,121916302.09,66673777.75,55242524.33,0.0909,20071,6074.25,14.71
Sullivan Group,AI/ML,North America,2007,2024,103432381.93,56444530.73,46987851.2,0.1936,16810,6153.03,3.14
Williams-Pitts,E-Commerce,Australia,2016,2020,190385521.69,154325689.23,36059832.46,0.1567,40082,4749.9,1.13
Williams-Pitts,E-Commerce,Australia,2016,2021,95902494.15,69459425.84,26443068.32,0.1608,11655,8228.44,10.75
Williams-Pitts,E-Commerce,Australia,2016,2022,176549564.08,139920227.14,36629336.94,0.1773,34272,5151.42,13.13
Williams-Pitts,E-Commerce,Australia,2016,2023,42280422.08,23294591.61,18985830.46,0.0785,30894,1368.56,6.82
Williams-Pitts,E-Commerce,Australia,2016,2024,38321554.89,32266350.97,6055203.92,0.2218,5994,6393.32,0.3
Powell-Larson,E-Commerce,North America,2013,2020,78789565.8,64718936.22,14070629.58,0.2264,42153,1869.13,1.1
Powell-Larson,E-Commerce,North America,2013,2021,175715389.72,115227471.1,60487918.62,0.14,11531,15238.52,12.73
Powell-Larson,E-Commerce,North America,2013,2022,110025866.17,98218213.36,11807652.81,0.1181,7476,14717.21,12.08
Powell-Larson,E-Commerce,North America,2013,2023,87827502.09,78945765.15,8881736.94,0.1442,45764,1919.14,6.75
Powell-Larson,E-Commerce,North America,2013,2024,15860695.4,12556815.75,3303879.65,0.156,28197,562.5,5.68
Cook-Brown,CRM,Australia,2019,2020,10973217.23,7022617.35,3950599.88,0.233,4306,2548.36,12.49
Cook-Brown,CRM,Australia,2019,2021,168780449.94,109588549.09,59191900.85,0.1617,18889,8935.38,11.61
Cook-Brown,CRM,Australia,2019,2022,110586994.27,58233488.91,52353505.37,0.194,17633,6271.59,8.27
Cook-Brown,CRM,Australia,2019,2023,105172491.72,67318934.33,37853557.39,0.1726,12763,8240.42,2.19
Cook-Brown,CRM,Australia,2019,2024,134889179.73,100922669.83,33966509.9,0.1881,22062,6114.1,9.97
"Garcia, Graham and Graves",E-Commerce,Australia,2005,2020,150495604.09,129921560.07,20574044.02,0.1921,12138,12398.72,6.55
"Garcia, Graham and Graves",E-Commerce,Australia,2005,2021,155311931.22,130622611.96,24689319.26,0.14,20275,7660.27,7.16
"Garcia, Graham and Graves",E-Commerce,Australia,2005,2022,143846628.17,87512991.52,56333636.65,0.0585,39712,3622.25,3.7
"Garcia, Graham and Graves",E-Commerce,Australia,2005,2023,44552702.13,29847652.29,14705049.85,0.2279,44307,1005.55,11.21
"Garcia, Graham and Graves",E-Commerce,Australia,2005,2024,112469634.14,82537779.55,29931854.59,0.0421,34625,3248.22,6.82
Delacruz Inc,AI/ML,Asia,2016,2020,55845315.8,43388658.97,12456656.83,0.0734,13226,4222.39,9.58
Delacruz Inc,AI/ML,Asia,2016,2021,66253336.43,40269092.25,25984244.18,0.0558,49908,1327.51,9.86
Delacruz Inc,AI/ML,Asia,2016,2022,165105944.37,86722907.26,78383037.11,0.1964,34998,4717.58,11.69
Delacruz Inc,AI/ML,Asia,2016,2023,152648563.52,87786503.99,64862059.53,0.0312,21324,7158.53,11.24
Delacruz Inc,AI/ML,Asia,2016,2024,31820404.44,18675152.08,13145252.35,0.1214,2093,15203.25,6.29
Perry Inc,AI/ML,Europe,2002,2020,165216724.59,124245612.33,40971112.26,0.2159,21143,7814.25,4.91
Perry Inc,AI/ML,Europe,2002,2021,179787999.02,153763196.34,26024802.68,0.0881,25476,7057.15,6.6
Perry Inc,AI/ML,Europe,2002,2022,134020838.14,72067155.36,61953682.78,0.1895,22372,5990.56,1.1
Perry Inc,AI/ML,Europe,2002,2023,20793751.49,18705165.64,2088585.85,0.0884,10306,2017.64,12.12
Perry Inc,AI/ML,Europe,2002,2024,171888607.66,154536679.43,17351928.23,0.068,29302,5866.1,4.63
Jones Group,Cybersecurity,Australia,2012,2020,27755972.63,14126967.26,13629005.37,0.0965,5594,4961.74,6.15
